+----------------------------------------------------------------------------------------------------------------------+--------+
|                                                        title                                                         | rating |
| Night and Day                                                                                                        | 6.2    |
| Onobori monogatari                                                                                                   | 6.2    |
| Our Day Will Come                                                                                                    | 6.2    |
| Paavo, a Life in Five Courses                                                                                        | 6.2    |
| Peacock                                                                                                              | 6.2    |
| Pegasus                                                                                                              | 6.2    |
| Piran-Pirano                                                                                                         | 6.2    |
| Pokémon: Zoroark: Master of Illusions                                                                                | 6.2    |
| Possum Walk                                                                                                          | 6.2    |
| Princess                                                                                                             | 6.2    |
| Propios y extraños                                                                                                   | 6.2    |
| Pusher                                                                                                               | 6.2    |
| Qui a envie d'être aimé?                                                                                             | 6.2    |
| Qué Despelote! La película                                                                                           | 6.2    |
| RPG Metanoia                                                                                                         | 6.2    |
| Red Dragonflies                                                                                                      | 6.2    |
| References                                                                                                           | 6.2    |
| Rejoice and Shout                                                                                                    | 6.2    |
| Reste avec moi                                                                                                       | 6.2    |
| Rivers and My Father                                                                                                 | 6.2    |
| Roman Picisan                                                                                                        | 6.2    |
| Rosa Morena                                                                                                          | 6.2    |
| Río de oro                                                                                                           | 6.2    |
| Sacrifice                                                                                                            | 6.2    |
| Sakurada Gate Incident                                                                                               | 6.2    |
| Sandcastle                                                                                                           | 6.2    |
| Saranae hen phi                                                                                                      | 6.2    |
| Sasura Ghara Zindabad                                                                                                | 6.2    |
| Saturday Killer                                                                                                      | 6.2    |
| Second Chance                                                                                                        | 6.2    |
| Sentirsidire - Quello che i genitori non vorrebbero mai                                                              | 6.2    |
| Shikkar                                                                                                              | 6.2    |
| Shourya                                                                                                              | 6.2    |
| Six Degrees of Celebration                                                                                           | 6.2    |
| So Hard to Forget                                                                                                    | 6.2    |
| St. Roz                                                                                                              | 6.2    |
| Stained Glass Windows                                                                                                | 6.2    |
| Stars to Wish Upon                                                                                                   | 6.2    |
| Step Up                                                                                                              | 6.2    |
| Stray Bullet                                                                                                         | 6.2    |
| Sus                                                                                                                  | 6.2    |
| Takers                                                                                                               | 6.2    |
| Tales from Kars                                                                                                      | 6.2    |
| Tamara Drewe                                                                                                         | 6.2    |
| Tamassu                                                                                                              | 6.2    |
| Tara                                                                                                                 | 6.2    |
| Target                                                                                                               | 6.2    |
| The Bright Side of the Moon                                                                                          | 6.2    |
| The Burn                                                                                                             | 6.2    |
| The City Below                                                                                                       | 6.2    |
| The Company We Keep                                                                                                  | 6.2    |
| The Drawn Together Movie!                                                                                            | 6.2    |
| The Fiction                                                                                                          | 6.2    |
| The Flowers of Kirkuk                                                                                                | 6.2    |
| The Great Vazquez                                                                                                    | 6.2    |
| The Happy Poet                                                                                                       | 6.2    |
| The Hero Show                                                                                                        | 6.2    |
| The House under the Water                                                                                            | 6.2    |
| The Karate Kid                                                                                                       | 6.2    |
| The Lady Shogun and Her Men                                                                                          | 6.2    |
| The Life of a Salesman                                                                                               | 6.2    |
| The Lord's Ride                                                                                                      | 6.2    |
| The Orion                                                                                                            | 6.2    |
| The Passion                                                                                                          | 6.2    |
| The Place in Between                                                                                                 | 6.2    |
| The Residents                                                                                                        | 6.2    |
| The Tempests of First Love                                                                                           | 6.2    |
| The Tiger Factory                                                                                                    | 6.2    |
| The Vampires of Zanzibar                                                                                             | 6.2    |
| The Weathered Underground                                                                                            | 6.2    |
| Tiny Furniture                                                                                                       | 6.2    |
| Tomorrow, When the War Began                                                                                         | 6.2    |
| Troma Is Spanish for Troma                                                                                           | 6.2    |
| Troubleshooter                                                                                                       | 6.2    |
| Tu Tha Mun Jauchi Rushi                                                                                              | 6.2    |
| Turtles Do Not Die of Old Age                                                                                        | 6.2    |
| Twisted Seduction                                                                                                    | 6.2    |
| UFOs 1973: Aliens, Abductions and Extraordinary Sightings                                                            | 6.2    |
| Udo Proksch: Out of Control                                                                                          | 6.2    |
| Under the Boardwalk: The Monopoly Story                                                                              | 6.2    |
| Unlikely Revolutionaries                                                                                             | 6.2    |
| Varg Veum - Skriften på veggen                                                                                       | 6.2    |
| Vegetate                                                                                                             | 6.2    |
| Violet Tendencies                                                                                                    | 6.2    |
| Viva Riva!                                                                                                           | 6.2    |
| Vzroslaya doch, ili Test na...                                                                                       | 6.2    |
| Waking Up                                                                                                            | 6.2    |
| Wall Street: Money Never Sleeps                                                                                      | 6.2    |
| We Are the Night                                                                                                     | 6.2    |
| WebSiteStory                                                                                                         | 6.2    |
| When China Met Africa                                                                                                | 6.2    |
| Winx Club 3D: Magical Adventure                                                                                      | 6.2    |
| Young Girls in Black                                                                                                 | 6.2    |
| Yoyochu in the Land of the Rising Sex                                                                                | 6.2    |
| Zefir                                                                                                                | 6.2    |
| Zwerbowana milosc                                                                                                    | 6.2    |
| 13                                                                                                                   | 6.1    |
| 180 °                                                                                                                | 6.1    |
| 4th and Goal                                                                                                         | 6.1    |
| 6 Souls                                                                                                              | 6.1    |
| 8 Uhr 28                                                                                                             | 6.1    |
| A Christmas Snow                                                                                                     | 6.1    |
| A Different Corner                                                                                                   | 6.1    |
| A Jewish Girl in Shanghai                                                                                            | 6.1    |
| A Rogue in Londinium                                                                                                 | 6.1    |
| Afinidades                                                                                                           | 6.1    |
| African Gangster                                                                                                     | 6.1    |
| All About Evil                                                                                                       | 6.1    |
| All That Glitters                                                                                                    | 6.1    |
| All That Glitters                                                                                                    | 6.1    |
| Ask Your Heart                                                                                                       | 6.1    |
| At the Very Bottom of Everything                                                                                     | 6.1    |
| Augusto Boal e o Teatro do Oprimido                                                                                  | 6.1    |
| Backlight                                                                                                            | 6.1    |
| Bakamono                                                                                                             | 6.1    |
| Beauty and the Paparazzo                                                                                             | 6.1    |
| Benny and Babloo                                                                                                     | 6.1    |
| Bitols                                                                                                               | 6.1    |
| Black and White                                                                                                      | 6.1    |
| Blast and Whisper                                                                                                    | 6.1    |
| Bloodworth                                                                                                           | 6.1    |
| Bo                                                                                                                   | 6.1    |
| Bon appétit                                                                                                          | 6.1    |
| Brief uit Polen                                                                                                      | 6.1    |
| Bumm Bumm Bole                                                                                                       | 6.1    |
| Cabotins                                                                                                             | 6.1    |
| Chantrapas                                                                                                           | 6.1    |
| Cheluveye Ninna Nodalu                                                                                               | 6.1    |
| Circuit                                                                                                              | 6.1    |
| Conquering Heroes                                                                                                    | 6.1    |
| Cup Cake                                                                                                             | 6.1    |
| Dark Waters                                                                                                          | 6.1    |
| David Bowie: Rare and Unseen                                                                                         | 6.1    |
| Dead in the Head                                                                                                     | 6.1    |
| Der mit den Fingern sieht                                                                                            | 6.1    |
| Die Ameise der Kunst                                                                                                 | 6.1    |
| Discouraging Words                                                                                                   | 6.1    |
| Dispongo de barcos                                                                                                   | 6.1    |
| Do Not Forget Me Istanbul                                                                                            | 6.1    |
| Douchebag                                                                                                            | 6.1    |
| Du sköna                                                                                                             | 6.1    |
| Elena Undone                                                                                                         | 6.1    |
| En compagnie d'Eric Rohmer                                                                                           | 6.1    |
| Erasing David                                                                                                        | 6.1    |
| Essential Killing                                                                                                    | 6.1    |
| Europolis                                                                                                            | 6.1    |
| Everyone Says I Look Just Like Her                                                                                   | 6.1    |
| Everything Will Be Fine                                                                                              | 6.1    |
| Evil Ninja                                                                                                           | 6.1    |
| Feast of the Assumption: BTK and the Otero Family Murders                                                            | 6.1    |
| Feed the Fish                                                                                                        | 6.1    |
| Felipe Canasto                                                                                                       | 6.1    |
| For Colored Girls                                                                                                    | 6.1    |
| Forgotten Bomb                                                                                                       | 6.1    |
| Freedom, Equality and the Muslim Brotherhood                                                                         | 6.1    |
| Frozen                                                                                                               | 6.1    |
| Gol a Gol                                                                                                            | 6.1    |
| Goodbye Mr. Zeus!                                                                                                    | 6.1    |
| Grand Prix                                                                                                           | 6.1    |
| Greenberg                                                                                                            | 6.1    |
| Griff the Invisible                                                                                                  | 6.1    |
| Habana Eva                                                                                                           | 6.1    |
| Hangover                                                                                                             | 6.1    |
| Hayfever                                                                                                             | 6.1    |
| Heterosexuals                                                                                                        | 6.1    |
| Huduga Hudugi                                                                                                        | 6.1    |
| I Sold My Soul to Satan                                                                                              | 6.1    |
| Ich bin eine Terroristin                                                                                             | 6.1    |
| If Somebody Loves You                                                                                                | 6.1    |
| Il pezzo mancante                                                                                                    | 6.1    |
| In Redemption                                                                                                        | 6.1    |
| Infiltration                                                                                                         | 6.1    |
| Inside Buffalo                                                                                                       | 6.1    |
| Iris: The Movie                                                                                                      | 6.1    |
| Jew Suss: Rise and Fall                                                                                              | 6.1    |
| Jhootha Hi Sahi                                                                                                      | 6.1    |
| Josh                                                                                                                 | 6.1    |
| Kagit                                                                                                                | 6.1    |
| Kelione per Lietuva                                                                                                  | 6.1    |
| Kiccha Huccha                                                                                                        | 6.1    |
| Kites                                                                                                                | 6.1    |
| Kolysanka                                                                                                            | 6.1    |
| Krokodyle                                                                                                            | 6.1    |
| Kyoto Story                                                                                                          | 6.1    |
| Lajja -The Shame                                                                                                     | 6.1    |
| Le mac                                                                                                               | 6.1    |
| Lick                                                                                                                 | 6.1    |
| Little Baby Jesus of Flandr                                                                                          | 6.1    |
| Littlerock                                                                                                           | 6.1    |
| Logan                                                                                                                | 6.1    |
| Lovers of Hate                                                                                                       | 6.1    |
| Mad World                                                                                                            | 6.1    |
| Magika                                                                                                               | 6.1    |
| Mammuth                                                                                                              | 6.1    |
| Maverick and Ariel's First Ever Ever Movie Hollywood or Else... (Ang pinakamahabang title ng movie sa balat ng lupa) | 6.1    |
| Mega Mindy en het zwarte kristal                                                                                     | 6.1    |
| Menebus Impian                                                                                                       | 6.1    |
| Min Gan Shi Jian                                                                                                     | 6.1    |
| Miss Tacuarembó                                                                                                      | 6.1    |
| Mission Posssible                                                                                                    | 6.1    |
| Monster Heroes                                                                                                       | 6.1    |
| Montevideo                                                                                                           | 6.1    |
| Moomins and the Comet Chase                                                                                          | 6.1    |
| Mother of Asphalt                                                                                                    | 6.1    |
| My Darling Is a Foreigner                                                                                            | 6.1    |
| My Days with Gloria                                                                                                  | 6.1    |
| Na Ghar Ke Na Ghaat Ke                                                                                               | 6.1    |
| Nanny McPhee Returns                                                                                                 | 6.1    |
| Nofozi                                                                                                               | 6.1    |
| Notizie degli scavi                                                                                                  | 6.1    |
| One Life, Maybe Two                                                                                                  | 6.1    |
| Parallel Life                                                                                                        | 6.1    |
| Partners: The Movie II                                                                                               | 6.1    |
| People of Allah                                                                                                      | 6.1    |
| Per questi stretti morire (ovvero cartografia di una passione)                                                       | 6.1    |
| Perdida Mente                                                                                                        | 6.1    |
| Petty Cash                                                                                                           | 6.1    |
| Piano Lessons                                                                                                        | 6.1    |
| Pop Star                                                                                                             | 6.1    |
| Port of Memory                                                                                                       | 6.1    |
| Punane elavhõbe                                                                                                      | 6.1    |
| Railways                                                                                                             | 6.1    |
| Rautaa rajan taa                                                                                                     | 6.1    |
| Revolución                                                                                                           | 6.1    |
| Romantic Debtors                                                                                                     | 6.1    |
| Room in Rome                                                                                                         | 6.1    |
| Salaam Isfahan                                                                                                       | 6.1    |
| Satisfaktsiya                                                                                                        | 6.1    |
| Schuks Tshabalala's Survival Guide to South Africa                                                                   | 6.1    |
| Seesaw                                                                                                               | 6.1    |
| Shanghai Blue                                                                                                        | 6.1    |
| Shocking Blue                                                                                                        | 6.1    |
| Sickness of Youth                                                                                                    | 6.1    |
| Sinners and Saints                                                                                                   | 6.1    |
| Sister Welsh's Nights                                                                                                | 6.1    |
| Six Days in Paradise                                                                                                 | 6.1    |
| Snowman's Land                                                                                                       | 6.1    |
| Snowmen                                                                                                              | 6.1    |
| Some Other Stories                                                                                                   | 6.1    |
| Something Better Somewhere Else                                                                                      | 6.1    |
| Songs of Love and Hate                                                                                               | 6.1    |
| Sonny                                                                                                                | 6.1    |
| Soreike! Anpanman: Brakkunôzu to mahou no uta                                                                        | 6.1    |
| Space Battleship Yamato                                                                                              | 6.1    |
| Star Trek I: Specter of the Past                                                                                     | 6.1    |
| Streets of Plenty                                                                                                    | 6.1    |
| Summerland                                                                                                           | 6.1    |
| Sweet Evil                                                                                                           | 6.1    |
| Swishbucklers                                                                                                        | 6.1    |
| Takumi-kun Series: Pure                                                                                              | 6.1    |
| The Assault                                                                                                          | 6.1    |
| The Attempt Dossier                                                                                                  | 6.1    |
| The Clean Up Woman                                                                                                   | 6.1    |
| The Crossing                                                                                                         | 6.1    |
| The Depths                                                                                                           | 6.1    |
| The Father and the Foreigner                                                                                         | 6.1    |
| The Killer Inside Me                                                                                                 | 6.1    |
| The Kitten Factory and Other Stories                                                                                 | 6.1    |
| The Last Employee                                                                                                    | 6.1    |
| The Last Tightrope Dancer in Armenia                                                                                 | 6.1    |
| The Man Who Collected Food                                                                                           | 6.1    |
| The Mosquito Net                                                                                                     | 6.1    |
| The Mountain                                                                                                         | 6.1    |
| The New Year                                                                                                         | 6.1    |
| The Oscar Nominated Short Films 2010: Live Action                                                                    | 6.1    |
| The Other                                                                                                            | 6.1    |
| The Outlaw                                                                                                           | 6.1    |
| The Quiz Show Scandal                                                                                                | 6.1    |
| The Red Room                                                                                                         | 6.1    |
| The Ring Road                                                                                                        | 6.1    |
| The Sorcerer's Apprentice                                                                                            | 6.1    |
| The Storytelling Show                                                                                                | 6.1    |
| The Switch                                                                                                           | 6.1    |
| The Wanderer                                                                                                         | 6.1    |
| The Way Home                                                                                                         | 6.1    |
| Thirty Proof Coil                                                                                                    | 6.1    |
| Three Weeks Later                                                                                                    | 6.1    |
| Trigger                                                                                                              | 6.1    |
| Tumaini                                                                                                              | 6.1    |
| Turquaze                                                                                                             | 6.1    |
| Two Gates of Sleep                                                                                                   | 6.1    |
| Unforgettable                                                                                                        | 6.1    |
| Unos pocos con valor                                                                                                 | 6.1    |
| Victoria                                                                                                             | 6.1    |
| Was ich bin sind meine Filme - Teil 2... nach 30 Jahren                                                              | 6.1    |
| Wes and Ella                                                                                                         | 6.1    |
| Wladcy Marionetek                                                                                                    | 6.1    |
| Yearning for Karim                                                                                                   | 6.1    |
| You All Are Captains                                                                                                 | 6.1    |
| Zenith                                                                                                               | 6.1    |
| iThemba                                                                                                              | 6.1    |
| 10 Years Later                                                                                                       | 6.0    |
| 180º                                                                                                                 | 6.0    |
| 2045 the Bounty Hunter                                                                                               | 6.0    |
| 45 M2                                                                                                                | 6.0    |
| A Fork in the Road                                                                                                   | 6.0    |
| A Marine Story                                                                                                       | 6.0    |
| A Night in Nude: Salvation                                                                                           | 6.0    |
| A Turtle's Tale: Sammy's Adventures                                                                                  | 6.0    |
| Acoustic                                                                                                             | 6.0    |
| Addicted to Love                                                                                                     | 6.0    |
| Adjusting Honor                                                                                                      | 6.0    |
| Almost Kings                                                                                                         | 6.0    |
| Alphonso Bow                                                                                                         | 6.0    |
| Amazon Falls                                                                                                         | 6.0    |
| Another Harvest Moon                                                                                                 | 6.0    |
| Armored Trooper VOTOMS: VOTOMS Finder                                                                                | 6.0    |
| Ausfahrt Eden                                                                                                        | 6.0    |
| Awakening the Skeena                                                                                                 | 6.0    |
| Ayla                                                                                                                 | 6.0    |
| Badmaash Company                                                                                                     | 6.0    |
| BearCity                                                                                                             | 6.0    |
| Beautiful Female Panther: Body Sniper                                                                                | 6.0    |
| Best Laid Schemes                                                                                                    | 6.0    |
| Beyond the Black Rainbow                                                                                             | 6.0    |
| Bisile                                                                                                               | 6.0    |
| Bloodlust                                                                                                            | 6.0    |
| Bloodstruck                                                                                                          | 6.0    |
| Bursting Out                                                                                                         | 6.0    |
| Ca$h                                                                                                                 | 6.0    |
| Camellia                                                                                                             | 6.0    |
| Cash Crop                                                                                                            | 6.0    |
| Chachchu Amar Chachchu                                                                                               | 6.0    |
| Circus Maximus                                                                                                       | 6.0    |
| Civil War Life: Shot to Pieces                                                                                       | 6.0    |
| Come Undone                                                                                                          | 6.0    |
| Curious George: Back to School                                                                                       | 6.0    |
| Czukor Show                                                                                                          | 6.0    |
| Dance with Destiny                                                                                                   | 6.0    |
| Death and Glory in Changde                                                                                           | 6.0    |
| Dewitt & Maria                                                                                                       | 6.0    |
| Don Seenu                                                                                                            | 6.0    |
| Dosije Srebrenica                                                                                                    | 6.0    |
| Drei Patienten                                                                                                       | 6.0    |
| Dumbstruck                                                                                                           | 6.0    |
| Eagles in the Chicken Coop                                                                                           | 6.0    |
| El kaserón                                                                                                           | 6.0    |
| Elf Onkel                                                                                                            | 6.0    |
| Elysium                                                                                                              | 6.0    |
| En helt vanlig dag på jobben                                                                                         | 6.0    |
| Face Time                                                                                                            | 6.0    |
| Fake Orgasm                                                                                                          | 6.0    |
| Fishnet                                                                                                              | 6.0    |
| Foreigner                                                                                                            | 6.0    |
| Gangor                                                                                                               | 6.0    |
| Gardiens de l'ordre                                                                                                  | 6.0    |
| Golimar                                                                                                              | 6.0    |
